Filename,Text
KA_Learn_Oo.txt,"[slows down] [like a kindergarten teacher] It is October. [pause]
[slows down] [like a kindergarten teacher] It is Halloween. [pause]
[slows down] [like a kindergarten teacher] The ostrich wears a magic hat. [pause]
[slows down] [like a kindergarten teacher] The octopus wears a pirate hat. [pause]
[slows down] [like a kindergarten teacher] The owl wears a red wig. [pause]"
KA_Learn_Pp.txt,"[slows down] [like a kindergarten teacher] The pig cooks pizza. [pause]
[slows down] [like a kindergarten teacher] The popcorn pops in the pot. [pause]
[slows down] [like a kindergarten teacher] The pig eats a lot. [pause]
[slows down] [like a kindergarten teacher] The pig eats the pot, too! [pause]"
KA_Learn_Qq.txt,"[slows down] [like a kindergarten teacher] The queen sits on a quilt. [pause]
[slows down] [like a kindergarten teacher] The queen takes a quiz. [pause]
[slows down] [like a kindergarten teacher] The class must be quiet. [pause]
[slows down] [like a kindergarten teacher] The queen is good at the quiz. [pause]"
KA_Learn_Rr.txt,"[slows down] [like a kindergarten teacher] A rabbit wants a pretty rose. [pause]
[slows down] [like a kindergarten teacher] The rabbit runs in the rain. [pause]
[slows down] [like a kindergarten teacher] He gives the red rose to the pretty rabbit. [pause]
[slows down] [like a kindergarten teacher] It's a rainy but romantic day. [pause]"
KA_Learn_Ss.txt,"[slows down] [like a kindergarten teacher] The boy plants a seed in the sun. [pause]
[slows down] [like a kindergarten teacher] The seed grows into a tree. [pause]
[slows down] [like a kindergarten teacher] The boy sits next to the tree. [pause]
[slows down] [like a kindergarten teacher] He plays with sand under the tree. [pause]"
KA_Learn_Tt.txt,"[slows down] [like a kindergarten teacher] A tiger wants to eat. [pause]
[slows down] [like a kindergarten teacher] A tomato is on the table. [pause]
[slows down] [like a kindergarten teacher] The tiger bites the tomato. [pause]
[slows down] [like a kindergarten teacher] The tomato was a toy! [pause]"
KA_Learn_Uu.txt,"[slows down] [like a kindergarten teacher] Ester walks with Uncle Tim. [pause]
[slows down] [like a kindergarten teacher] It starts to rain. Ester has no umbrella. [pause]
[slows down] [like a kindergarten teacher] Ester is wet and upset. [pause]
[slows down] [like a kindergarten teacher] Ester is under Uncle Tim's umbrella. [pause]"
KA_Learn_Vv.txt,"[slows down] [like a kindergarten teacher] The cat breaks the vase. [pause]
[slows down] [like a kindergarten teacher] The cat gets in the van. [pause]
[slows down] [like a kindergarten teacher] The cat sees the vet. [pause]
[slows down] [like a kindergarten teacher] The cat pulls the vet's vest. [pause]"
KA_Learn_Ww.txt,"[slows down] [like a kindergarten teacher] I see a web. [pause]
[slows down] [like a kindergarten teacher] The web is on the window. [pause]
[slows down] [like a kindergarten teacher] I watch the spiders run for the bug. [pause]
[slows down] [like a kindergarten teacher] The big spider wins the bug. [pause]"
KA_Learn_Xx.txt,"[slows down] [like a kindergarten teacher] A fox finds a box. [pause]
[slows down] [like a kindergarten teacher] The toy is in the box. [pause]
[slows down] [like a kindergarten teacher] The fox mixes up the arms and legs. [pause]
[slows down] [like a kindergarten teacher] The fox fixes the toy. [pause]"
KA_Learn_Yy.txt,"[slows down] [like a kindergarten teacher] Yen eats yogurt. [pause]
[slows down] [like a kindergarten teacher] The yogurt is yellow. [pause]
[slows down] [like a kindergarten teacher] Yen takes a bite and yells. [pause]
[slows down] [like a kindergarten teacher] The yogurt has a yo-yo inside, not a banana! [pause]"
KA_Learn_Zz.txt,"[slows down] [like a kindergarten teacher] The lion lives at the zoo. [pause]
[slows down] [like a kindergarten teacher] The lion chases the zebras. [pause]
[slows down] [like a kindergarten teacher] The zebras run in a zigzag. [pause]
[slows down] [like a kindergarten teacher] The lion catches zero zebras. [pause]"
KB_Short_vowel_a.txt,"[slows down] [like a kindergarten teacher] The cat jumps on the table. [pause]
[slows down] [like a kindergarten teacher] The cat hits the pan of jam. [pause]
[slows down] [like a kindergarten teacher] Jam falls on the floor. [pause]
[slows down] [like a kindergarten teacher] Dad is mad! [pause]"
KB_Short_vowel_i.txt,"[slows down] [like a kindergarten teacher] A kid is in the park. [pause]
[slows down] [like a kindergarten teacher] The kid sits down. [pause]
[slows down] [like a kindergarten teacher] The kid digs with a spoon. [pause]
[slows down] [like a kindergarten teacher] The kid hits a rock. [pause]"
KB_Short_vowel_o.txt,"[slows down] [like a kindergarten teacher] A man jogs on a path. [pause]
[slows down] [like a kindergarten teacher] The man sees a fox. [pause]
[slows down] [like a kindergarten teacher] The fox hears a pop. [pause]
[slows down] [like a kindergarten teacher] The fox hops onto the man! [pause]"
KB_Short_vowel_u.txt,"[slows down] [like a kindergarten teacher] A little cub plays in the mud. [pause]
[slows down] [like a kindergarten teacher] The cub sees a nut. [pause]
[slows down] [like a kindergarten teacher] The bug eats the nut. [pause]
[slows down] [like a kindergarten teacher] The cub eats the bug. [pause]"
KB_Short_vowel_e.txt,"[slows down] [like a kindergarten teacher] The big hen is Dad's pet. [pause]
[slows down] [like a kindergarten teacher] The red fox lives in a den. [pause]
[slows down] [like a kindergarten teacher] The fox gets the hen's leg. [pause]
[slows down] [like a kindergarten teacher] Dad helps his pet hen. [pause]"
KB_Long_vowel_a.txt,"[slows down] [like a kindergarten teacher] The girl bakes a cake. [pause]
[slows down] [like a kindergarten teacher] The girl makes a pretty cake. [pause]
[slows down] [like a kindergarten teacher] The girl puts a name on the cake. [pause]
[slows down] [like a kindergarten teacher] The girl runs to the gate to see Jake. [pause]"
KB_Long_vowel_i.txt,"[slows down] [like a kindergarten teacher] Max rides his bike. [pause]
[slows down] [like a kindergarten teacher] He sees a small fire in the forest. [pause]
[slows down] [like a kindergarten teacher] It is time to call for help. [pause]
[slows down] [like a kindergarten teacher] Five firetrucks come to put out the fire. [pause]"
KB_Long_vowel_o.txt,"[slows down] [like a kindergarten teacher] Hope sees a pretty red rose. [pause]
[slows down] [like a kindergarten teacher] Hope falls into a hole. [pause]
[slows down] [like a kindergarten teacher] Cole hands her a rope. [pause]
[slows down] [like a kindergarten teacher] Hope gives Cole an ice cream cone. [pause]"
KB_Long_vowel_u.txt,"[slows down] [like a kindergarten teacher] Jake and his cute puppy are in the park. [pause]
[slows down] [like a kindergarten teacher] The puppy barks to a happy tune. [pause]
[slows down] [like a kindergarten teacher] Jake finds a huge box in the dune. [pause]
[slows down] [like a kindergarten teacher] Wow, it is a cube! [pause]
[slows down] [like a kindergarten teacher] I know the rules for cubes. [pause]"
KC_L-blends_1.txt,"[slows down] [like a kindergarten teacher] The class has a cake. [pause]
[slows down] [like a kindergarten teacher] The cake has a flame. [pause]
[slows down] [like a kindergarten teacher] The boy blows on the flame. [pause]
[slows down] [like a kindergarten teacher] The cake flops onto the floor. [pause]"
KC_R-blends_1.txt,"[slows down] [like a kindergarten teacher] The crab paints a frog. [pause]
[slows down] [like a kindergarten teacher] The crab has bricks. [pause]
[slows down] [like a kindergarten teacher] The crab has a crane. [pause]
[slows down] [like a kindergarten teacher] The crab makes a frame. [pause]
[slows down] [like a kindergarten teacher] The crab is very brave. [pause]"
KC_L-blends_2.txt,"[slows down] [like a kindergarten teacher] This place is very fun. [pause]
[slows down] [like a kindergarten teacher] The girl goes down the slide. [pause]
[slows down] [like a kindergarten teacher] The girl is glad. [pause]
[slows down] [like a kindergarten teacher] The girl hits a plant. [pause]"
KC_R-blends_2.txt,"[slows down] [like a kindergarten teacher] The man pays the price. [pause]
[slows down] [like a kindergarten teacher] The man presses the button. [pause]
[slows down] [like a kindergarten teacher] The ticket prints. [pause]
[slows down] [like a kindergarten teacher] The man gets on the train. [pause]
[slows down] [like a kindergarten teacher] The train is full of grapes. [pause]"
KC_S-blends_1.txt,"[slows down] [like a kindergarten teacher] The man buys food at the store. [pause]
[slows down] [like a kindergarten teacher] The man cooks and smiles. [pause]
[slows down] [like a kindergarten teacher] The man snores. [pause]
[slows down] [like a kindergarten teacher] The man smells the smoke. [pause]
[slows down] [like a kindergarten teacher] The man puts out the fire. [pause]"
KC_S-blends_2.txt,"[slows down] [like a kindergarten teacher] The girl skates at the lake. [pause]
[slows down] [like a kindergarten teacher] She sees a swan. [pause]
[slows down] [like a kindergarten teacher] The swan swims on the lake. [pause]
[slows down] [like a kindergarten teacher] A spider falls on her skirt. [pause]
[slows down] [like a kindergarten teacher] Now, the girl swims too! [pause]"
KC_Blends.txt,"[slows down] [like a kindergarten teacher] The man drives a boat. [pause]
[slows down] [like a kindergarten teacher] A big white whale shines in the ocean. [pause]
[slows down] [like a kindergarten teacher] The whale comes up from the water. [pause]
[slows down] [like a kindergarten teacher] The man chases the whale. [pause]"
KC_Digraphs.txt,"[slows down] [like a kindergarten teacher] The girl has a thick, warm coat. [pause]
[slows down] [like a kindergarten teacher] The boy has a thin jacket. [pause]
[slows down] [like a kindergarten teacher] The girl shows the boy her phone. [pause]
[slows down] [like a kindergarten teacher] The phone has a picture of a thick coat. [pause]
[slows down] [like a kindergarten teacher] The boy thinks about the coat. [pause]"
KD_Double_vowels_1.txt,"[slows down] [like a kindergarten teacher] The boy and the girl meet. [pause]
[slows down] [like a kindergarten teacher] The girl eats meat. [pause]
[slows down] [like a kindergarten teacher] The boy eats green salad. [pause]
[slows down] [like a kindergarten teacher] Oh no! There is salad in his teeth. [pause]
[slows down] [like a kindergarten teacher] Now his teeth are clean! [pause]"
KD_Double_vowels_2.txt,"[slows down] [like a kindergarten teacher] The boy washes with soap. [pause]
[slows down] [like a kindergarten teacher] The boy puts on his shirt and big coat. [pause]
[slows down] [like a kindergarten teacher] The boy wants to grow. [pause]
[slows down] [like a kindergarten teacher] The boy eats lots of toast! [pause]"
KD_Double_vowels_3.txt,"[slows down] [like a kindergarten teacher] The cook and the tiger are in the zoo [pause]
[slows down] [like a kindergarten teacher] The tiger drops his food [pause]
[slows down] [like a kindergarten teacher] The cook looks at the tigers tooth [pause]
[slows down] [like a kindergarten teacher] The cook makes food for the tiger [pause]"
KD_Vowel_digraphs_1.txt,"[slows down] [like a kindergarten teacher] Lily wants to play outside, but it rains. [pause]
[slows down] [like a kindergarten teacher] Mom and Lily stay inside and make something. [pause]
[slows down] [like a kindergarten teacher] They have wood and a nail to build a birdhouse. [pause]
[slows down] [like a kindergarten teacher] They put the birdhouse in the tree. [pause]"
KD_Vowel_digraphs_2.txt,"[slows down] [like a kindergarten teacher] The dog plays with a toy. [pause]
[slows down] [like a kindergarten teacher] The dog enjoys the toy. [pause]
[slows down] [like a kindergarten teacher] The dog makes too much noise. [pause]
[slows down] [like a kindergarten teacher] The boy puts the toy in the soil. [pause]"
KD_Two-letter_blends_1.txt,"[slows down] [like a kindergarten teacher] The boy is very short. [pause]
[slows down] [like a kindergarten teacher] School is far from his home. [pause]
[slows down] [like a kindergarten teacher] It is hard to walk to school. [pause]
[slows down] [like a kindergarten teacher] He gets in the car, and Mom drives him to school. [pause]"
KD_Two-letter_blends_2.txt,"[slows down] [like a kindergarten teacher] My dad is a teacher. [pause]
[slows down] [like a kindergarten teacher] My mom is a nurse. [pause]
[slows down] [like a kindergarten teacher] My dad helps me with numbers. [pause]
[slows down] [like a kindergarten teacher] My mom helps when I am hurt. [pause]"
